,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
1569,Serratosagitta_tasmanica,Zooplankton,Patagonotothen_guntheri,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004,https://doi.org/10.1007/s00300-003-0573-1,
1570,Sympagurus_dimorphus,Decapoda,Patagonotothen_guntheri,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022,https://doi.org/10.1007/s00300-022-03011-w,
1571,Terebratella_dorsata,Brachiopoda,Patagonotothen_guntheri,Fish_BenPel,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
1572,Themisto_gaudichaudii,Amphipoda,Patagonotothen_guntheri,Fish_BenPel,Hunter,Heterotroph,CovattiAle_etal_2022,https://doi.org/10.1007/s00300-022-03011-w,
1573,Themisto_gaudichaudii,Amphipoda,Patagonotothen_guntheri,Fish_BenPel,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Patagonotothen%20guntheri,
1574,Tinerfe_cyanea,Zooplankton,Patagonotothen_guntheri,Fish_BenPel,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Patagonotothen%20guntheri,
1575,Trophon_geversianus,Gastropoda,Patagonotothen_guntheri,Fish_BenPel,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Patagonotothen%20guntheri,
1576,Trophon_ohlini,Gastropoda,Patagonotothen_guntheri,Fish_BenPel,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Patagonotothen%20guntheri,
1577,Trophon_plicatus,Gastropoda,Patagonotothen_guntheri,Fish_BenPel,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Patagonotothen%20guntheri,
1578,Liothyrella_uva,Brachiopoda,Patagonotothen_kreffti,Fish_BenPel,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
1579,Magellania_venosa,Brachiopoda,Patagonotothen_kreffti,Fish_BenPel,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
1580,Terebratella_dorsata,Brachiopoda,Patagonotothen_kreffti,Fish_BenPel,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
1581,Ampharete_kerguelensis,Polychaeta,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,Inferred from Ampharetidae
1582,Anobothrus_sp,Polychaeta,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,Inferred from Ampharetidae
1583,Calanus_spp,Zooplankton,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,Aggregated: Calanus_australis and Calanus_simillimus
1584,Campylonotus_vagans,Decapoda,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Encyclopedia of Life,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=10631&genus=Patagonotothen&species=ramsayi,
1585,Clausocalanus_spp,Zooplankton,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
1586,Ctenocalanus_vanus,Zooplankton,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,Inferred from Calanoida
1587,Drepanopus_forcipatus,Zooplankton,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,Inferred from Calanoida
1588,Eucranta_sp,Polychaeta,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,Inferred from Polynoidae
1589,Eukrohnia_hamata,Zooplankton,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004,https://doi.org/10.1007/s00300-003-0573-1,
1590,Euphausia_spp,Zooplankton,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,
1591,Harmothoe_sp,Polychaeta,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,Inferred from Polynoidae
1592,Hermadion_magalhaensi,Polychaeta,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,Inferred from Polynoidae
1593,Iluocoetes_fimbriatus,Fish_Demersal,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,
1594,Isopoda *,Isopoda,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Encyclopedia of Life,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=10631&genus=Patagonotothen&species=ramsayi,* need to be more specific (which Isopoda?)
1595,Liothyrella_uva,Brachiopoda,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
1596,Magellania_venosa,Brachiopoda,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
1597,Munida_gregaria,Decapoda,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
1598,Neocalanus_tonsus,Zooplankton,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,Inferred from Calanoida
1599,Ophiuroidea *,Echinodermata,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Encyclopedia of Life,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=10631&genus=Patagonotothen&species=ramsayi,* need to be more specific (which Ophiuroidea?)
1600,Ophiuroidea *,Echinodermata,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982; Laptikhovsky_2004,http://www.vliz.be/en/imis?refid=76833; https://doi.org/10.1007/s00300-003-0573-1,* need to be more specific (which Ophiuroidea?)
1601,Pagurus_comptus,Decapoda,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Encyclopedia of Life,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=10631&genus=Patagonotothen&species=ramsayi,
1602,Pagurus_forceps,Decapoda,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Encyclopedia of Life,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=10631&genus=Patagonotothen&species=ramsayi,
1603,Polychaeta *,Polychaeta,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Encyclopedia of Life,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=10631&genus=Patagonotothen&species=ramsayi,* need to be more specific (which Polychaeta?)
1604,Polyeunoa_laevis,Polychaeta,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,Inferred from Polynoidae
1605,Pseudosagitta_gazellae,Zooplankton,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004,https://doi.org/10.1007/s00300-003-0573-1,
1606,Rhincalanus_gigas,Zooplankton,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982,http://www.vliz.be/en/imis?refid=76833,Inferred from Calanoida
1607,Serratosagitta_tasmanica,Zooplankton,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Laptikhovsky_2004,https://doi.org/10.1007/s00300-003-0573-1,
1608,Terebratella_dorsata,Brachiopoda,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Gordillo_etal_2019,https://doi.org/10.1007/s12526-019-00935-1,
1609,Themisto_gaudichaudii,Amphipoda,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Ekau_1982; Laptikhovsky_2004; Padovani_etal_2012,http://www.vliz.be/en/imis?refid=76833; https://doi.org/10.1007/s00300-003-0573-1; https://doi.org/10.1016/j.seares.2011.10.007,
1610,Themisto_gaudichaudii,Amphipoda,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Padovani_etal_2012,https://doi.org/10.1016/j.seares.2011.10.007,
1611,Tinerfe_cyanea,Zooplankton,Patagonotothen_ramsayi,Fish_BenPel,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
1612,Coscinodiscus_sp,Bacillariophyceae,Pelagobia_longicirrata,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
1613,Dictyocha_speculum,Silicoflagellates,Pelagobia_longicirrata,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelagobia%20longicirrata,
1614,Dinophyceae *,Dinoflagellates,Pelagobia_longicirrata,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelagobia%20longicirrata,
1615,Foraminifera,Foraminifera,Pelagobia_longicirrata,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
1616,Pelagobia_longicirrata,Polychaeta,Pelagobia_longicirrata,Polychaeta,Cannibalism,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelagobia%20longicirrata,
1617,Phytoplankton *,Phytoplankton,Pelagobia_longicirrata,Polychaeta,Deposit-feeder,Primary producer,Jumars_etal_2015,https://doi.org/10.1146/annurev-marine-010814-020007,
1618,Protoperidinium_sp,Dinoflagellates,Pelagobia_longicirrata,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelagobia%20longicirrata,
1619,Pseudosagitta_gazellae,Zooplankton,Pelagobia_longicirrata,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelagobia%20longicirrata,
1620,Calanus_spp,Zooplankton,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,Reid_etal_1997,https://doi.org/10.1007/s003000050100,Aggregated: Calanus_australis and Calanus_simillimus
1621,Calanus_spp,Zooplankton,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelecanoides,Aggregated: Calanus_australis and Calanus_simillimus
1622,Clausocalanus_spp,Zooplankton,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,Reid_etal_1997,https://doi.org/10.1007/s003000050100,Aggregated: Clausocalanus_brevipes and Clausocalanus_laticeps
1623,Ctenocalanus_vanus,Zooplankton,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,Reid_etal_1997,https://doi.org/10.1007/s003000050100,
1624,Drepanopus_forcipatus,Zooplankton,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelecanoides,
1625,Drepanopus_forcipatus,Zooplankton,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,Reid_etal_1997,https://doi.org/10.1007/s003000050100,
1626,Euphausia_spp,Zooplankton,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelecanoides,
1627,Halicarcinus_planatus,Decapoda,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelecanoides,
1628,Neocalanus_tonsus,Zooplankton,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,Reid_etal_1997,https://doi.org/10.1007/s003000050100,
1629,Oithona_spp,Zooplankton,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,Reid_etal_1997,https://doi.org/10.1007/s003000050100,Aggregated: Oithona_atlantica and Oithona_similis
1630,Rhincalanus_gigas,Zooplankton,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelecanoides,
1631,Rhincalanus_gigas,Zooplankton,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,Reid_etal_1997,https://doi.org/10.1007/s003000050100,
1632,Rhincalanus_gigas,Decapoda,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelecanoides,
1633,Themisto_gaudichaudii,Amphipoda,Pelecanoides_sp,SeaBirds,Hunter,Heterotroph,Bocher_etal_2001,https://doi.org/10.3354/meps223261,
1634,Bacillariophyceae *,Bacillariophyceae,Pentactella_leonina,Echinodermata,Deposit-feeder,Primary producer,Hernandez_1981,http://www.sidalc.net/cgi-bin/wxis.exe/?IsisScript=libri.xis&method=post&formato=2&cantidad=1&expresion=mfn=008249,solo Bacillariophyceae epifiticas
1635,Detritus,Non-living,Pentactella_leonina,Echinodermata,Deposit-feeder,Detritus,Hernandez_1981,http://www.sidalc.net/cgi-bin/wxis.exe/?IsisScript=libri.xis&method=post&formato=2&cantidad=1&expresion=mfn=008249,
1636,Bacillariophyceae *,Bacillariophyceae,Pentactella_perrieri,Echinodermata,Deposit-feeder,Primary producer,Hernandez_1981,http://www.sidalc.net/cgi-bin/wxis.exe/?IsisScript=libri.xis&method=post&formato=2&cantidad=1&expresion=mfn=008249,Inferred from Pentactella_leonina
1637,Detritus,Non-living,Pentactella_perrieri,Echinodermata,Deposit-feeder,Detritus,Hernandez_1981,http://www.sidalc.net/cgi-bin/wxis.exe/?IsisScript=libri.xis&method=post&formato=2&cantidad=1&expresion=mfn=008249,Inferred from Pentactella_leonina
1638,Detritus,Non-living,Perknaster_fuscus,Echinodermata,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Perknaster%20fuscus,
1639,Haliclona_sp,Porifera,Perknaster_fuscus,Echinodermata,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Perknaster%20fuscus,
1640,Isodictya_sp,Porifera,Perknaster_fuscus,Echinodermata,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Perknaster%20fuscus,
1641,Mycale_sp,Porifera,Perknaster_fuscus,Echinodermata,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Perknaster%20fuscus,
1642,Mycale_sp,Porifera,Perknaster_sp,Echinodermata,Hunter,Heterotroph,Marina_etal_2018,https://doi.org/10.1016/j.ecss.2017.10.015,Inferred from Potter Cove FW (Antarctic Peninsula)
1643,Agonopsis_chiloensis,Fish_BenPel,Phalacrocorax_atriceps,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Agonopsis%20chiloensis,
1644,Enteroctopus_megalocyathus,Cephalopoda,Phalacrocorax_atriceps,SeaBirds,Hunter,Heterotroph,Re_1998,https://aquadocs.org/bitstream/handle/1834/2583/Re_T2_69-98.pdf?sequence=1&isAllowed=y,
1645,Isopoda *,Isopoda,Phalacrocorax_atriceps,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Phalacrocorax%20atriceps,* need to be more specific (which Isopoda?)
1646,Lepidonotothen_squamifrons,Fish_BenPel,Phalacrocorax_atriceps,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Phalacrocorax%20atriceps,
1647,Liothyrella_uva,Brachiopoda,Phalacrocorax_atriceps,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Phalacrocorax%20atriceps,
1648,Magellania_venosa,Brachiopoda,Phalacrocorax_atriceps,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Phalacrocorax%20atriceps,
1649,Micromesistius_australis,Fish_Pel,Phalacrocorax_atriceps,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Micromesistius%20australis,
1650,Muraenolepis_sp,Fish_BenPel,Phalacrocorax_atriceps,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Muraenolepis,
1651,Polynoidae *,Polychaeta,Phalacrocorax_atriceps,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Phalacrocorax%20atriceps,* need to be more specific (which Polynoidae?)
1652,Sprattus_fuegensis,Fish_Pel,Phalacrocorax_atriceps,SeaBirds,Hunter,Heterotroph,RayaRey_pers.com.,NA,
1653,Terebratella_dorsata,Brachiopoda,Phalacrocorax_atriceps,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Phalacrocorax%20atriceps,
1654,Zooplankton *,Zooplankton,Phialella_chilensis,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46552308,* need to be more specific (which Zooplankton?)
1655,Detritus,Non-living,Pista_corrientis,Polychaeta,Deposit-feeder,Detritus,Encyclopedia of Life,https://eol.org/pages/46496859,
1656,Detritus,Non-living,Pista_mirabilis,Polychaeta,Deposit-feeder,Detritus,Encyclopedia of Life,https://eol.org/pages/46496855,
1657,Detritus,Non-living,Pista_sp,Polychaeta,Deposit-feeder,Detritus,Encyclopedia of Life,https://eol.org/pages/46496850,
1658,Detritus,Non-living,Platytyphlops_sarahae,Cumacea,Deposit-feeder,Detritus,Roccatagliata_pers.com.,NA,
1659,Detritus,Non-living,Pleurosignum_chilense,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1660,Detritus,Non-living,Pleurosignum_magnum,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1661,Zooplankton *,Zooplankton,Plumularia_insignis,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46553699,* need to be more specific (which Zooplankton?)
1662,Zooplankton *,Zooplankton,Plumularia_setacea,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46553697,* need to be more specific (which Zooplankton?)
1663,Azadinium_sp,Dinoflagellates,Polyclinidae,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
1664,Bacteria,Bacteria,Polyclinidae,Ascidiacea,Suspension-feeder,Bacteria,Tatian_pers.com.,NA,
1665,Detritus,Non-living,Polyclinidae,Ascidiacea,Suspension-feeder,Detritus,Tatian_pers.com.,NA,
1666,Dinophysis_acuminata,Dinoflagellates,Polyclinidae,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
1667,Emiliania_huxleyi,Coccolithophorids,Polyclinidae,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
1668,Gymnodinium_sp,Dinoflagellates,Polyclinidae,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
1669,Gyrodinium_sp,Dinoflagellates,Polyclinidae,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
1670,Gyrodinium_spirale,Dinoflagellates,Polyclinidae,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
1671,Phaeocystis_antarctica,Coccolithophorids,Polyclinidae,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
1672,Protoperidinium_sp,Dinoflagellates,Polyclinidae,Ascidiacea,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,
1673,Bacillariophyceae *,Bacillariophyceae,Polydora_sp,Polychaeta,Deposit-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/47033496,Inferred from Polydora_ciliata; * need to be more specific (which Bacillariophyceae?)
1674,Boccardia_sp,Polychaeta,Polydora_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Polydora,
1675,Cirratulidae,Polychaeta,Polydora_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Cirratulidae,
1676,Foraminifera,Foraminifera,Polydora_sp,Polychaeta,Deposit-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
1677,Oithona_spp,Zooplankton,Polydora_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Polydora,Aggregated: Oithona_atlantica and Oithona_similis
1678,Orbiniidae,Polychaeta,Polydora_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Orbiniidae,
1679,Polydora_sp,Polychaeta,Polydora_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Polydora,
1680,Spiophanes_sp,Polychaeta,Polydora_sp,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Polydora,
1681,Alcyonium_antarcticum,Cnidaria,Polyeunoa_laevis,Polychaeta,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/460424,
1682,Detritus,Non-living,Polyeunoa_laevis,Polychaeta,Deposit-feeder,Detritus,Encyclopedia of Life,https://eol.org/pages/460424,
1683,Sabellidae,Polychaeta,Polynoidae *,Polychaeta,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Sabellidae,* need to be more specific (which Polynoidae?)
1684,Azadinium_sp,Dinoflagellates,Porifera *,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",* need to be more specific (which Porifera?)
1685,Ciliates *,Ciliates,Porifera *,Porifera,Suspension-feeder,Heterotroph,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",* need to be more specific (which Porifera?)
1686,Dictyocha_speculum,Silicoflagellates,Porifera *,Porifera,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelagobia%20longicirrata,* need to be more specific (which Porifera?)
1687,Dinophysis_acuminata,Dinoflagellates,Porifera *,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",* need to be more specific (which Porifera?)
1688,Emiliania_huxleyi,Coccolithophorids,Porifera *,Porifera,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,* need to be more specific (which Porifera?)
1689,Foraminifera,Foraminifera,Porifera *,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",* need to be more specific (which Porifera?)
1690,Gymnodinium_sp,Dinoflagellates,Porifera *,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",* need to be more specific (which Porifera?)
1691,Gyrodinium_sp,Dinoflagellates,Porifera *,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",* need to be more specific (which Porifera?)
1692,Gyrodinium_spirale,Dinoflagellates,Porifera *,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",* need to be more specific (which Porifera?)
1693,Phaeocystis_antarctica,Coccolithophorids,Porifera *,Porifera,Suspension-feeder,Primary producer,Tatian_pers.com.,NA,* need to be more specific (which Porifera?)
1694,Phytoplankton *,Phytoplankton,Porifera *,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",* need to be more specific (which Porifera?)
1695,Protoperidinium_sp,Dinoflagellates,Porifera *,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",* need to be more specific (which Porifera?)
1696,Synechococcus_sp,Picophytoplankton,Porifera *,Porifera,Suspension-feeder,Primary producer,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",* need to be more specific (which Porifera?)
1697,Zooplankton *,Zooplankton,Porifera *,Porifera,Suspension-feeder,Heterotroph,Ruppert_etal_2004,"Ruppert, E. E., Fox, R. S., & Barnes, R. D. (2004). Invertebrate zoology: a functional evolutionary approach. Brooks/Cole Publishing Company.",* need to be more specific (which Zooplankton? which Porifera?)
1698,Detritus,Non-living,Potamilla_sp,Polychaeta,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Potamilla,
1699,Dinoflagellates *,Dinoflagellates,Primnoella_scotiae,Cnidaria,Suspension-feeder,Primary producer,Orejas_etal_2003,https://doi.org/10.3354/meps250105,* need to be more specific (which Dinoflagellates?)
1700,Bacillariophyceae *,Bacillariophyceae,Primnoisis_antarctica,Cnidaria,Suspension-feeder,Primary producer,Orejas_etal_2003,https://doi.org/10.3354/meps250105,* need to be more specific (which Bacillariophyceae?)
