,Prey,PreyGroup,Predator,PredGroup,PredStrategy,FoodSource,Reference,Reference_link,Observation
1692,Gymnodinium_sp,Dinoflagellates,Porifera *,Porifera,Suspension-feeder,Primary producer,NA,,* need to be more specific (which Porifera?)
1693,Gyrodinium_sp,Dinoflagellates,Porifera *,Porifera,Suspension-feeder,Primary producer,NA,,* need to be more specific (which Porifera?)
1694,Gyrodinium_spirale,Dinoflagellates,Porifera *,Porifera,Suspension-feeder,Primary producer,NA,,* need to be more specific (which Porifera?)
1695,Phaeocystis_antarctica,Coccolithophorids,Porifera *,Porifera,Suspension-feeder,Primary producer,Tatian_pers.com.,,* need to be more specific (which Porifera?)
1696,Phytoplankton *,Phytoplankton,Porifera *,Porifera,Suspension-feeder,Primary producer,NA,,* need to be more specific (which Porifera?)
1697,Protoperidinium_sp,Dinoflagellates,Porifera *,Porifera,Suspension-feeder,Primary producer,NA,,* need to be more specific (which Porifera?)
1698,Synechococcus_sp,Picophytoplankton,Porifera *,Porifera,Suspension-feeder,Primary producer,NA,,* need to be more specific (which Porifera?)
1699,Zooplankton *,Zooplankton,Porifera *,Porifera,Suspension-feeder,Heterotroph,NA,,* need to be more specific (which Zooplankton? which Porifera?)
1700,Detritus,Non-living,Potamilla_sp,Polychaeta,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Potamilla,
1701,Dinoflagellates *,Dinoflagellates,Primnoella_scotiae,Cnidaria,Suspension-feeder,Primary producer,Orejas_etal_2003,https://doi.org/10.3354/meps250105,* need to be more specific (which Dinoflagellates?)
1702,Bacillariophyceae *,Bacillariophyceae,Primnoisis_antarctica,Cnidaria,Suspension-feeder,Primary producer,Orejas_etal_2003,https://doi.org/10.3354/meps250105,* need to be more specific (which Bacillariophyceae?)
1703,Detritus,Non-living,Primnoisis_antarctica,Cnidaria,Suspension-feeder,Detritus,Orejas_etal_2003,https://doi.org/10.3354/meps250105,
1704,Dinoflagellates *,Dinoflagellates,Primnoisis_antarctica,Cnidaria,Suspension-feeder,Primary producer,Orejas_etal_2003,https://doi.org/10.3354/meps250105,* need to be more specific (which Dinoflagellates?)
1705,Phytoplankton *,Phytoplankton,Primnoisis_antarctica,Cnidaria,Suspension-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/990814,* need to be more specific (which Phytoplankton?)
1706,Zooplankton *,Zooplankton,Primnoisis_antarctica,Cnidaria,Suspension-feeder,Heterotroph,Encyclopedia of Life,https://eol.org/pages/990814,* need to be more specific (which Zooplankton?)
1707,Coelorinchus_fasciatus,Fish_Demersal,Procellaria_aequinoctialis,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Coelorinchus%20fasciatus,
1708,Decapoda *,Decapoda,Procellaria_aequinoctialis,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Procellaria%20aequinoctialis,* need to be more specific (which Decapoda?)
1709,Dissostichus_eleginoides,Fish_BenPel,Procellaria_aequinoctialis,SeaBirds,Hunter,Heterotroph,RayaRey&Huettmann_2020,https://doi.org/10.1016/j.jnc.2019.125748,
1710,Doryteuthis_gahi,Cephalopoda,Procellaria_aequinoctialis,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Procellaria%20aequinoctialis,
1711,Euphausia_spp,Zooplankton,Procellaria_aequinoctialis,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Procellaria%20aequinoctialis,
1712,Macrouridae *,Fish_BenPel,Procellaria_aequinoctialis,SeaBirds,Hunter,Heterotroph,Tbc,Tbc,Tbc
1713,Micromesistius_australis,Fish_Pel,Procellaria_aequinoctialis,SeaBirds,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Micromesistius%20australis,
1714,Necromass,Non-living,Procellaria_aequinoctialis,SeaBirds,Scavenger,Necromass,RayaRey&Huettmann_2020,https://doi.org/10.1016/j.jnc.2019.125748,
1715,Patagonotothen_guntheri,Fish_BenPel,Procellaria_aequinoctialis,SeaBirds,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/46572959,
1716,Themisto_gaudichaudii,Amphipoda,Procellaria_aequinoctialis,SeaBirds,Hunter,Heterotroph,Bocher_etal_2001,https://doi.org/10.3354/meps223261,
1717,Necromass,Non-living,Prosipho_crassicostatus,Gastropoda,Scavenger,Necromass,Encyclopedia of Life,https://eol.org/pages/46460397,
1718,Bacillariaceae *,Bacillariophyceae,Protoperidinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Protoperidinium&targetTaxon,* need to be more specific (which Bacillariophyceae?)
1719,Coscinodiscus_sp,Bacillariophyceae,Protoperidinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Protoperidinium&targetTaxon,
1720,Gymnodinium_sp,Dinoflagellates,Protoperidinium_sp,Dinoflagellates,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Gymnodinium&targetTaxon,
1721,Munida_gregaria,Decapoda,Psammobatis_rudis,Fish_Demersal,Hunter,Heterotroph,Vinuesa&Varisco_2007,http://dx.doi.org/10.4067/S0717-71782007000200003,
1722,Tinerfe_cyanea,Zooplankton,Psammobatis_rudis,Fish_Demersal,Hunter,Heterotroph,Mianzan_etal_1996,https://doi.org/10.1016/0165-7836(95)00459-9,
1723,Amphipoda *,Amphipoda,Pseudechinus_magellanicus,Echinodermata,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,* need to be more specific (which Amphipoda?)
1724,Aspidostoma_giganteum,Bryozoa,Pseudechinus_magellanicus,Echinodermata,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,Inferred from Bryozoa
1725,Burdwoodipora_paguricola,Bryozoa,Pseudechinus_magellanicus,Echinodermata,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,Inferred from Bryozoa
1726,Foraminifera,Foraminifera,Pseudechinus_magellanicus,Echinodermata,Suspension-feeder,Primary producer,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,
1727,Odostomia_sp,Gastropoda,Pseudechinus_magellanicus,Echinodermata,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,Inferred from Pyramidellidae
1728,Polychaeta *,Polychaeta,Pseudechinus_magellanicus,Echinodermata,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,* need to be more specific (which Polychaeta?)
1729,Turbonilla_strebeli,Gastropoda,Pseudechinus_magellanicus,Echinodermata,Hunter,Heterotroph,Penchaszadeh_etal_2004,https://doi.org/10.1080/00785326.2004.10410216,Inferred from Pyramidellidae
1730,Detritus,Non-living,Pseudidothea_miersi,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1731,Phytoplankton *,Phytoplankton,Pseudocnus_dubiosus,Echinodermata,Suspension-feeder,Primary producer,Hernandez_1981,http://www.sidalc.net/cgi-bin/wxis.exe/?IsisScript=libri.xis&method=post&formato=2&cantidad=1&expresion=mfn=008249,
1732,Appendicularia_spp,Zooplankton,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Heterotroph,Capitanio_pers.com.,,
1733,Azadinium_sp,Dinoflagellates,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pseudosagitta%20gazellae,
1734,Calanus_spp,Zooplankton,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Heterotroph,Capitanio_pers.com.,,Aggregated: Calanus_australis and Calanus_simillimus
1735,Coscinodiscus_sp,Bacillariophyceae,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pseudosagitta%20gazellae,
1736,Dictyocha_speculum,Silicoflagellates,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Dictyocha%20speculum,
1737,Dinophysis_acuminata,Dinoflagellates,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pseudosagitta%20gazellae,
1738,Euphausia_spp,Zooplankton,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pseudosagitta%20gazellae,
1739,Foraminifera,Foraminifera,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
1740,Gymnodinium_sp,Dinoflagellates,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pseudosagitta%20gazellae,
1741,Gyrodinium_sp,Dinoflagellates,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pseudosagitta%20gazellae,
1742,Gyrodinium_spirale,Dinoflagellates,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pseudosagitta%20gazellae,
1743,Larvae_Fish,Zooplankton,Pseudosagitta_gazellae,Zooplankton,Hunter,Heterotroph,Bruno_pers.com.,,
1744,Pelagobia_longicirrata,Polychaeta,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pseudosagitta%20gazellae,
1745,Protoperidinium_sp,Dinoflagellates,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pseudosagitta%20gazellae,
1746,Pseudosagitta_gazellae,Zooplankton,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pseudosagitta%20gazellae,
1747,Rhodalia_miranda,Cnidaria,Pseudosagitta_gazellae,Zooplankton,Suspension-feeder,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pseudosagitta%20gazellae,
1748,Detritus,Non-living,Psolus_antarcticus,Echinodermata,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Psolus,Inferred from Psolus_sp
1749,Phytoplankton *,Phytoplankton,Psolus_antarcticus,Echinodermata,Suspension-feeder,Primary producer,Hernandez_1981,http://www.sidalc.net/cgi-bin/wxis.exe/?IsisScript=libri.xis&method=post&formato=2&cantidad=1&expresion=mfn=008249,Inferred from Psolus_sp
1750,Thalassionema_nitzschioides,Bacillariophyceae,Psolus_antarcticus,Echinodermata,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Psolus,Inferred from Psolus_sp
1751,Detritus,Non-living,Psolus_patagonicus,Echinodermata,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Psolus,Inferred from Psolus_sp
1752,Phytoplankton *,Phytoplankton,Psolus_patagonicus,Echinodermata,Suspension-feeder,Primary producer,Hernandez_1981,http://www.sidalc.net/cgi-bin/wxis.exe/?IsisScript=libri.xis&method=post&formato=2&cantidad=1&expresion=mfn=008249,Inferred from Psolus_sp
1753,Thalassionema_nitzschioides,Bacillariophyceae,Psolus_patagonicus,Echinodermata,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Psolus,Inferred from Psolus_sp
1754,Detritus,Non-living,Psolus_segregatus,Echinodermata,Deposit-feeder,Detritus,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Psolus,Inferred from Psolus_sp
1755,Thalassionema_nitzschioides,Bacillariophyceae,Psolus_segregatus,Echinodermata,Suspension-feeder,Primary producer,Encyclopedia of Life,https://eol.org/pages/46557698,Inferred from Psolus_sp
1756,Acanthoserolis_schythei,Isopoda,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,Inferred from Serolis_sp
1757,Actinauge_longicornis,Cnidaria,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1758,Actinostola_crassicornis,Cnidaria,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1759,Amphipoda *,Amphipoda,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1760,Aspidostoma_giganteum,Bryozoa,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1761,Asteroidea *,Echinodermata,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1762,Austrodoris_sp,Gastropoda,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1763,Bolocera_kerguelensis,Cnidaria,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1764,Burdwoodipora_paguricola,Bryozoa,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1765,Clavularia_sp,Cnidaria,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1766,Colossendeis_megalonyx,Benthos_Misc,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1767,Dactylanthus_antarcticus,Cnidaria,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1768,Eggs_Fish,Zooplankton,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1769,Enteroctopus_megalocyathus,Cephalopoda,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1770,Eurypodius_latreillii,Decapoda,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1771,Eurypodius_longirostris,Decapoda,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1772,Eurypodius_sp,Decapoda,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1773,Holothuroidea *,Echinodermata,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1774,Hormathia_pectinata,Cnidaria,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1775,Hydrozoa *,Cnidaria,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1776,Iluocoetes_fimbriatus,Fish_Demersal,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1777,Isosicyonis_alba,Cnidaria,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1778,Munida_gregaria,Decapoda,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1779,Myxine_affinis,Fish_Demersal,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1780,Myxine_australis,Fish_Demersal,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1781,Myxine_debueni,Fish_Demersal,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1782,Myxine_sp,Fish_Demersal,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1783,Neoserolis_exigua,Isopoda,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,Inferred from Serolis_sp
1784,Ophiuroidea *,Echinodermata,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1785,Paractis_laevis,Cnidaria,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1786,Paralomis_granulosa,Decapoda,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1787,Patagonotothen_ramsayi,Fish_BenPel,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1788,Phelliactis_sp,Cnidaria,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1789,Polychaeta *,Polychaeta,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,FishBase,http://www.fishbase.us/TrophicEco/FoodItemsList.php?vstockcode=43202&genus=Psychrolutes&species=marmoratus,* need to be more specific (which Polychaeta?)
1790,Polychaeta *,Polychaeta,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,* need to be more specific (which Polychaeta?)
1791,Porifera *,Porifera,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1792,Thymops_birsteini,Decapoda,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1793,Zygochlamys_patagonica,Bivalvia,Psychrolutes_marmoratus,Fish_Demersal,Hunter,Heterotroph,Laptikhovsky&Brickle_2011,https://doi.org/10.1007/s00300-011-0992-3,
1794,Porifera *,Porifera,Pteraster_aff._lebruni,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,,* need to be more specific (which Porifera?)
1795,Limopsis_sp,Bivalvia,Pteraster_affinis,Echinodermata,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/4703969,
1796,Porifera *,Porifera,Pteraster_affinis,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,,* need to be more specific (which Porifera?)
1797,Aplidium_globosum,Ascidiacea,Pteraster_sp,Echinodermata,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pteraster,
1798,Aplidium_polarsterni,Ascidiacea,Pteraster_sp,Echinodermata,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pteraster,
1799,Halichondrida,Porifera,Pteraster_sp,Echinodermata,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pteraster,
1800,Hydrozoa *,Cnidaria,Pteraster_sp,Echinodermata,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pteraster,
1801,Zygochlamys_patagonica,Bivalvia,Pteraster_sp,Echinodermata,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pteraster,
1802,Porifera *,Porifera,Pteraster_stellifer,Echinodermata,Hunter,Heterotroph,Fraysse_pers.com.,,* need to be more specific (which Porifera?)
1803,Detritus,Non-living,Puncturella_conica,Gastropoda,Deposit-feeder,Detritus,Encyclopedia of Life,https://eol.org/pages/47017905,
1804,Foraminifera,Foraminifera,Puncturella_conica,Gastropoda,Grazer,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
1805,Latrunculia_sp,Porifera,Puncturella_conica,Gastropoda,Hunter,Heterotroph,Encyclopedia of Life,https://eol.org/pages/47017905,
1806,Detritus,Non-living,Quetzogonium_dentatum,Isopoda,Deposit-feeder,Detritus,Doti_pers.com.,NA,
1807,Detritus,Non-living,Rectarcturus_kophameli,Isopoda,Suspension-feeder,Detritus,Doti_pers.com.,NA,
1808,Phytoplankton *,Phytoplankton,Rectarcturus_kophameli,Isopoda,Suspension-feeder,PrimaryProducer,Doti_pers.com.,NA,* consultar por phytoplankton resuspendido
1809,Detritus,Non-living,Rectarcturus_tuberculatus,Isopoda,Suspension-feeder,Detritus,Doti_pers.com.,NA,
1810,Phytoplankton *,Phytoplankton,Rectarcturus_tuberculatus,Isopoda,Suspension-feeder,PrimaryProducer,Doti_pers.com.,NA,* consultar por phytoplankton resuspendido
1811,Azadinium_sp,Dinoflagellates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1812,Cyrtostrombidium_sp,Ciliates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1813,Dictyocha_speculum,Silicoflagellates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Dictyocha%20speculum,
1814,Dinophysis_acuminata,Dinoflagellates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1815,Foraminifera,Foraminifera,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Foraminifera,
1816,Fragilariopsis_kerguelensis,Bacillariophyceae,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1817,Gymnodinium_sp,Dinoflagellates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1818,Gyrodinium_sp,Dinoflagellates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1819,Gyrodinium_spirale,Dinoflagellates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1820,Laboea_strobila,Ciliates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1821,Lohmanniella_sp,Ciliates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1822,Navicula_sp,Bacillariophyceae,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1823,Pelagobia_longicirrata,Polychaeta,Rhincalanus_gigas,Zooplankton,Hunter,Heterotroph,GloBI,https://www.globalbioticinteractions.org/browse/?interactionType=interactsWith&resultType=json&sourceTaxon=Pelagobia%20longicirrata,
1824,Protoperidinium_sp,Dinoflagellates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1825,Pseudonitzschia_sp,Bacillariophyceae,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1826,Rhizosolenia_crassa,Bacillariophyceae,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1827,Strobilidium_sp,Ciliates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1828,Strombidinopsis_sp,Ciliates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1829,Strombidium_conicum,Ciliates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1830,Strombidium_sp,Ciliates,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Heterotroph,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
1831,Thalassionema_nitzschioides,Bacillariophyceae,Rhincalanus_gigas,Zooplankton,Suspension-feeder,Primary producer,Schultes_etal_2006,https://doi.org/10.1016/j.jembe.2006.06.028,
